word,emotion
peroxidative,negative
peroxide,negative
peroxide,negative
peroxisome,negative
perpendicular,positive
perpertual,negative
perpetrate,negative
perpetua,negative
perpetual,negative
perpetuate,positive
perpetuation,positive
perplexed,negative
perplexing,negative
perplexity,negative
perquisite,positive
perro,positive
pers,negative
perscrtiptions,negative
persecute,negative
persecuted,negative
persecuted,positive
persecution,negative
persecutor,negative
persephone,positive
perseptive,positive
perservering,positive
perseverance,positive
perseverate,negative
perseveration,positive
persevere,positive
persevering,positive
persia,positive
persian,negative
persisent,negative
persist,negative
persistance,negative
persistency,positive
persistent,positive
persistent,negative
persol,negative
persol,negative
person,negative
personable,positive
personage,positive
personal,positive
personalisation,positive
personalise,positive
personalise,negative
personalised,positive
personalised,positive
personality,positive
personalization,positive
personalize,positive
personalize,positive
personalized,positive
personate,positive
personation,negative
personel,negative
personen,negative
personen,negative
personify,positive
personna,positive
perspective,positive
perspective,positive
perspicaciousness,negative
perspicuity,negative
perspicuous,positive
perspicuousness,negative
perspiration,negative
perspiration,negative
perspire,negative
perspirer,positive
persuade,positive
persuader,negative
persuasive,positive
persuasive,positive
persuasiveness,positive
persuing,negative
pert,negative
pertain,positive
pertinence,positive
pertinency,positive
pertinent,positive
perturb,negative
perturbation,negative
perturbative,negative
perturbing,negative
pertussis,positive
perusal,negative
peruse,positive
perusing,negative
peruvian,positive
pervasive,negative
perverse,negative
perversion,negative
perversive,negative
pervert,negative
pervert,positive
pervert,negative
perverted,negative
pervez,negative
pervious,negative
perviousness,positive
pesach,positive
pesah,positive
peschici,negative
pesci,negative
pesco,negative
peshlon,positive
pesky,negative
pesky,negative
peso,positive
pessary,positive
pessimist,negative
pessimistic,negative
pest,negative
pester,negative
pestered,negative
pesterer,negative
pestering,negative
pestiferous,negative
pestilence,negative
pestilent,negative
pestilential,negative
pestis,negative
pestpatrol,negative
pet,positive
pet,negative
peta,negative
peta,negative
petaled,positive
petalled,positive
petalless,negative
petalous,positive
petcare,positive
peter,positive
peterbilt,positive
peterborough,positive
peterchen,negative
petersburg,positive
peterson,negative
petfinder,negative
petit,negative
petit,negative
petite,positive
petition,negative
petr,negative
petra,negative
petrocelli,negative
petrochemical,positive
petrodollars,negative
petrolatum,positive
petrolem,positive
petrolist,positive
petrosur,positive
petrozavodsk,positive
petsafe,negative
petsafe,negative
petshops,positive
pettifoggery,negative
pettiness,positive
petting,positive
pettish,negative
pettishness,negative
pettit,positive
petty,negative
petty,negative
petty,positive
petulance,negative
petulant,negative
pevely,negative
pew,positive
pewter,positive
pex,positive
peyo,positive
peyton,positive
pfarrgemeinde,negative
pfd,positive
pfefferle,negative
pferde,negative
pferdekopf,negative
pfic,positive
pflag,positive
pflanzen,negative
pflege,negative
pflichten,negative
pfm,positive
pfoa,negative
pfp,negative
pg,positive
pga,positive
pgeversion,positive
pgl,positive
pgms,positive
pgp,negative
pgp,negative
pgpnet,negative
pha,positive
phaeohyphomycosis,negative
phaeton,positive
phage,positive
phagocyte,negative
phagocytic,positive
phakopsora,negative
phakopsora,negative
phalacrosis,negative
phalanx,negative
phallus,positive
phanerogamae,negative
phantasma,negative
phantasmagoric,positive
phantasmagorical,positive
phantasmal,positive
phantasy,positive
phantom,negative
phantom,negative
phantom,negative
phar,positive
pharaoh,positive
pharisee,negative
pharm,positive
pharma,positive
pharmaceutic,positive
pharmaceutic,negative
pharmaceutical,positive
pharmaceutical,negative
pharmacia,negative
pharmacist,positive
pharmacokinetic,positive
pharmacologic,positive
pharmacy,positive
pharmingen,positive
pharoah,positive
pharos,positive
pharos,positive
pharrell,negative
phase,positive
phase,negative
phased,negative
phaser,positive
phat,positive
phatnoise,negative
phb,positive
phcentral,positive
phd,positive
phd,positive
pheasant,positive
phellem,negative
phenaphen,negative
phenindione,positive
phenol,negative
phenolic,positive
phenolic,negative
phenom,positive
phenome,positive
phenomenal,positive
phenomenon,positive
phenoplast,negative
phenothiazine,negative
phenotypic,positive
phenotypical,positive
phentermine,negative
phentermine,positive
phenylethylene,negative
phenytoin,negative
pheromone,positive
phi,positive
phi,negative
phil,positive
philander,positive
philanthropic,positive
philanthropic,positive
philanthropist,positive
philanthropy,positive
philantropies,positive
philatelist,positive
philbin,negative
philharmonic,positive
philia,positive
philip,positive
philip,positive
philippine,negative
philippine,negative
phillemon,negative
phillip,negative
phillipe,positive
phillips,positive
philmont,positive
philo,positive
philogyny,positive
philology,positive
philosopher,negative
philosophic,positive
philosophical,positive
phipps,positive
phish,positive
phish,negative
phishers,negative
phishing,negative
phishing,negative
phishing,negative
phiz,positive
phlebotomise,negative
phlebotomize,negative
phlegm,negative
phlegmy,negative
phloem,positive
phlox,positive
phn,positive
phnom,negative
phobia,negative
phobia,negative
phoca,positive
phoebe,positive
phoebe,negative
phoenician,positive
phoenix,negative
phoenix,positive
phoma,negative
phomopsis,negative
phonate,positive
phonation,negative
phone,positive
phonebook,positive
phonecard,positive
phonecards,positive
phoneme,negative
phoner,positive
phonesex,positive
phonetic,positive
phoney,negative
phoney,negative
phonic,positive
phonics,negative
phonogram,negative
phonograph,positive
phonologic,negative
phonological,negative
phonorecords,positive
phony,negative
phony,negative
phosphagen,positive
phosphatase,positive
phosphate,negative
phosphate,negative
phosphatidylserine,positive
phospherous,negative
phosphodiesterase,negative
phospholipid,negative
phospholipid,negative
phosphor,negative
phosphor,positive
phosphoric,negative
phosphorous,negative
phosphorous,negative
phosphorus,negative
phosphorylating,positive
photo,negative
photo,positive
photoaccess,positive
photoaging,negative
photobleaching,negative
photoblink,positive
photochromic,positive
photocopy,positive
photodamage,positive
photodiode,negative
photodope,positive
photoelectric,positive
photoelectrical,positive
photoelectron,positive
photoengraving,positive
photoes,negative
photoess,negative
photoflash,negative
photoflood,negative
photogeneity,positive
photogenic,positive
photografic,positive
photogrammetry,positive
photograph,positive
photograph,negative
photographed,positive
photographer,positive
photographic,positive
photography,positive
photojouralism,positive
photojournalism,positive
photojournalist,negative
photojournalistic,positive
photome,positive
photomicrograph,positive
photomosaic,positive
photomultiplier,positive
photon,positive
photoplotter,positive
photoplus,positive
photoreceptor,negative
photosets,positive
photoshop,positive
photostream,positive
photosynthesis,positive
photosynthetic,positive
photosystem,negative
photovcd,positive
photuris,negative
php,positive
phpbb,positive
phpbb,positive
phpdocumentor,negative
phpmyadmin,positive
phpnuke,negative
phpwebsite,positive
phrase,positive
phrasebooks,positive
phrasen,negative
phraseology,positive
phrasing,positive
phreaks,positive
phrenetic,negative
phrenitis,negative
phthisis,positive
phukets,positive
phy,negative
phycocyanin,positive
phyletic,positive
phyllis,positive
phylogenesis,positive
phylogenetic,positive
phylogeny,positive
physicality,negative
physicalness,negative
physicans,positive
physicist,positive
physiognomy,positive
physiologie,negative
physique,positive
phyto,positive
phytochemical,positive
phytology,negative
phytophthora,negative
phytoplankton,negative
phytosanitary,positive
phytosanitary,positive
phytosanitation,positive
phytosome,positive
pi,negative
pia,negative
piano,positive
piastra,positive
piazza,negative
pic,positive
pic,positive
pical,positive
picasa,positive
picayune,negative
picchu,positive
picfect,positive
pick-me-up,positive
pick,negative
pick,negative
pick,negative
pickens,negative
picker,negative
picker,positive
picket,negative
picketing,negative
pickguards,positive
picking,negative
picking,negative
pickle,positive
pickpocket,negative
pickpocketing,negative
pickton,negative
pickup,positive
picky,negative
picn,negative
picnic,positive
picnic,positive
picnicsmenusfacility,positive
picnicware,positive
pico,positive
picolinate,negative
picone,positive
picsn,negative
pict,positive
pictometry,positive
pictorial,positive
pictural,positive
pictured,positive
picturemate,positive
picturen,negative
picturepath,positive
picturesgreetings,negative
picturesque,positive
picturesque,positive
pid,negative
pid,negative
piddle,positive
piddling,negative
pidlimdi,negative
pie-eyed,negative
pie,positive
piebald,positive
piece,negative
piece,negative
piecework,positive
pied,positive
piedmont,positive
piemontesi,positive
pier,negative
pier,negative
pierce,negative
pierced,negative
piercing,negative
piercing,negative
pierre,positive
pietism,negative
pietra,positive
piety,positive
piffle,positive
piffle,negative
piffling,negative
pig,negative
pig,negative
pigboat,negative
pigeon-toed,positive
pigeon,positive
pigeonhole,negative
pigeonholing,negative
piggish,negative
piggishness,negative
piggy,negative
piggyback,negative
pigheadedness,negative
pigmentation,positive
pigmented,positive
pigmented,negative
pigmentosa,negative
pigmentosa,negative
pigpen,negative
pigsty,negative
pigsty,positive
pigswill,negative
pigwash,negative
piii,positive
pika,negative
pikachu,positive
pike,negative
pikkewyn,negative
pilat,positive
pilate,positive
pile,positive
piledriver,positive
pileup,negative
pileus,positive
pilfer,negative
pilferer,negative
pilfering,positive
pilgrim,negative
pilgrim,positive
pilgrimage,positive
piling,positive
pill,positive
pillage,negative
pillage,negative
pillager,negative
pillaging,positive
pillar,positive
pillar,negative
pilling,negative
pillock,negative
pillow,positive
pillow,positive
pillowcase,negative
pillsbury,positive
pilosity,positive
pilot,positive
pilot,positive
pilotage,negative
piloting,negative
pilus,negative
pim,positive
pima,positive
pimco,positive
pimp,negative
